date,region,ai_tool,visits,traffic_share_percent,avg_visit_duration,pages_per_visit,bounce_rate
2026-04-01,United States,Perplexity,2329182,6.16,141.1,3.64,44.95
2026-05-01,United States,Perplexity,2214648,6.11,119.2,3.33,33.95
2026-06-01,United States,Perplexity,2248344,6.12,124.8,2.9,32.82
2019-01-01,United States,Claude,217015,5.11,102.4,3.03,33.02
2019-02-01,United States,Claude,0,5.0,114.7,2.66,38.03
2019-03-01,United States,Claude,310115,5.16,110.7,2.97,39.12
2019-04-01,United States,Claude,0,5.0,119.5,2.84,44.75
2019-05-01,United States,Claude,48469,5.02,94.0,3.48,43.79
2019-06-01,United States,Claude,123455,5.06,114.8,3.76,37.04
2019-07-01,United States,Claude,136859,5.07,125.5,3.07,33.32
2019-08-01,United States,Claude,13438,5.01,118.1,3.39,44.33
2019-09-01,United States,Claude,476921,5.24,112.8,3.17,46.71
2019-10-01,United States,Claude,371479,5.19,120.6,1.97,45.54
2019-11-01,United States,Claude,430050,5.22,102.6,2.51,48.48
2019-12-01,United States,Claude,280869,5.14,107.1,3.08,41.99
2020-01-01,United States,Claude,121220,5.06,112.0,2.58,46.12
2020-02-01,United States,Claude,584266,5.29,133.0,3.13,43.7
2020-03-01,United States,Claude,313472,5.16,112.2,2.89,41.59
2020-04-01,United States,Claude,505898,5.25,101.2,3.26,39.38
2020-05-01,United States,Claude,519088,5.26,117.4,2.41,38.82
2020-06-01,United States,Claude,694720,5.35,138.9,3.02,40.62
2020-07-01,United States,Claude,627123,5.31,102.7,3.22,44.63
2020-08-01,United States,Claude,282852,5.14,96.2,3.39,37.14
2020-09-01,United States,Claude,599829,5.3,101.2,2.72,43.07
2020-10-01,United States,Claude,623025,5.31,110.1,3.58,43.62
2020-11-01,United States,Claude,216099,5.11,105.8,3.47,34.6
2020-12-01,United States,Claude,383902,5.19,116.4,2.84,41.57
2021-01-01,United States,Claude,575342,5.29,109.2,2.52,36.81
2021-02-01,United States,Claude,637032,5.32,123.0,2.72,31.0
2021-03-01,United States,Claude,814168,5.41,123.7,2.74,47.21
2021-04-01,United States,Claude,408406,5.2,112.2,3.98,39.19
2021-05-01,United States,Claude,592051,5.3,119.3,2.61,39.14
2021-06-01,United States,Claude,794196,5.4,127.9,2.38,42.52
2021-07-01,United States,Claude,823947,5.41,127.6,2.94,48.05
2021-08-01,United States,Claude,996751,5.5,127.3,3.06,36.17
2021-09-01,United States,Claude,658165,5.33,125.1,2.92,40.5
2021-10-01,United States,Claude,920603,5.46,108.9,2.77,43.93
2021-11-01,United States,Claude,760756,5.38,139.7,2.69,38.92
2021-12-01,United States,Claude,860063,5.43,114.6,2.81,38.39
2022-01-01,United States,Claude,981898,5.49,130.7,3.51,45.04
2022-02-01,United States,Claude,1015035,5.51,120.4,2.78,37.15
2022-03-01,United States,Claude,1049591,5.52,100.9,3.32,44.53
2022-04-01,United States,Claude,1279522,5.64,115.1,1.72,41.12
2022-05-01,United States,Claude,1026174,5.51,115.5,3.22,34.33
2022-06-01,United States,Claude,1142153,5.57,127.2,3.49,42.37
2022-07-01,United States,Claude,1137570,5.57,129.1,2.66,41.75
2022-08-01,United States,Claude,738953,5.37,116.9,3.01,39.61
2022-09-01,United States,Claude,906106,5.45,142.5,3.03,32.65
2022-10-01,United States,Claude,1109597,5.55,134.9,2.88,45.8
2022-11-01,United States,Claude,760880,5.38,123.0,3.15,35.6
2022-12-01,United States,Claude,1017685,5.51,113.3,2.92,31.48
2023-01-01,United States,Claude,1287853,5.64,120.3,2.74,35.94
2023-02-01,United States,Claude,1218841,5.61,121.5,2.79,36.32
2023-03-01,United States,Claude,1312071,5.66,126.5,2.91,37.28
2023-04-01,United States,Claude,1397240,5.7,136.8,2.87,45.42
2023-05-01,United States,Claude,1391849,5.7,119.8,2.62,33.09
2023-06-01,United States,Claude,1322927,5.66,111.7,3.03,35.55
2023-07-01,United States,Claude,1164835,5.58,118.4,2.78,41.21
2023-08-01,United States,Claude,1288621,5.64,104.9,2.68,37.86
2023-09-01,United States,Claude,1198117,5.6,127.6,3.68,35.3
2023-10-01,United States,Claude,1228157,5.61,124.3,2.63,45.36
2023-11-01,United States,Claude,1300590,5.65,108.4,3.14,35.2
2023-12-01,United States,Claude,1365798,5.68,126.3,2.83,26.82
2024-01-01,United States,Claude,1546836,5.77,111.3,2.93,33.93
2024-02-01,United States,Claude,1492789,5.75,97.5,2.95,38.99
2024-03-01,United States,Claude,1528427,5.76,116.3,2.81,40.24
2024-04-01,United States,Claude,1652742,5.83,126.8,3.37,39.98
2024-05-01,United States,Claude,1526517,5.76,105.6,2.73,46.13
2024-06-01,United States,Claude,1650849,5.83,110.9,2.21,34.6
2024-07-01,United States,Claude,1443519,5.72,108.0,2.99,41.93
2024-08-01,United States,Claude,1137213,5.57,123.1,2.76,43.79
2024-09-01,United States,Claude,1307100,5.65,103.3,2.4,45.44
2024-10-01,United States,Claude,1599284,5.8,137.2,2.76,42.64
2024-11-01,United States,Claude,1557483,5.78,122.0,2.75,35.94
2024-12-01,United States,Claude,1679310,5.84,120.4,2.81,41.35
2025-01-01,United States,Claude,1750473,5.88,133.3,3.12,43.7
2025-02-01,United States,Claude,1917946,5.96,109.6,3.46,33.4
2025-03-01,United States,Claude,2043097,6.02,119.6,3.34,39.54
2025-04-01,United States,Claude,1914162,5.96,106.8,3.43,37.12
2025-05-01,United States,Claude,2230448,6.12,119.4,2.85,34.72
2025-06-01,United States,Claude,1900294,5.95,125.5,3.04,42.74
2025-07-01,United States,Claude,1568609,5.78,131.7,3.59,38.79
2025-08-01,United States,Claude,1783163,5.89,135.1,3.31,43.16
2025-09-01,United States,Claude,1790951,5.9,124.3,3.67,36.27
2025-10-01,United States,Claude,1272926,5.64,128.9,2.48,40.54
2025-11-01,United States,Claude,1678576,5.84,114.5,3.55,41.35
2025-12-01,United States,Claude,1955709,5.98,92.1,2.73,44.41
2026-01-01,United States,Claude,2183164,6.09,112.3,3.42,36.55
2026-02-01,United States,Claude,2207981,6.1,111.5,2.91,33.6
2026-03-01,United States,Claude,2025094,6.01,130.2,2.91,45.34
2026-04-01,United States,Claude,2112506,6.06,108.7,3.2,43.97
2026-05-01,United States,Claude,2065835,6.03,112.7,2.88,41.28
2026-06-01,United States,Claude,2096322,6.05,99.6,3.71,35.07
2019-01-01,United States,DeepSeek,187394,5.09,117.9,3.06,45.89
2019-02-01,United States,DeepSeek,102641,5.05,122.5,2.85,34.85
2019-03-01,United States,DeepSeek,394892,5.2,104.2,3.35,46.57
2019-04-01,United States,DeepSeek,93857,5.05,119.9,3.16,39.64
2019-05-01,United States,DeepSeek,0,5.0,137.9,3.88,41.37
2019-06-01,United States,DeepSeek,462,5.0,102.2,3.19,41.28
2019-07-01,United States,DeepSeek,115757,5.06,138.8,3.18,41.74
2019-08-01,United States,DeepSeek,209591,5.1,127.3,3.25,40.74
2019-09-01,United States,DeepSeek,296268,5.15,129.8,2.63,37.05
2019-10-01,United States,DeepSeek,502978,5.25,124.0,2.77,46.76
2019-11-01,United States,DeepSeek,240991,5.12,112.2,3.03,43.43
2019-12-01,United States,DeepSeek,276030,5.14,121.2,2.74,41.64
2020-01-01,United States,DeepSeek,357594,5.18,99.1,2.4,33.71
2020-02-01,United States,DeepSeek,336203,5.17,107.7,2.76,38.31
2020-03-01,United States,DeepSeek,274195,5.14,132.5,2.75,49.85
2020-04-01,United States,DeepSeek,228103,5.11,117.7,3.14,39.07
2020-05-01,United States,DeepSeek,134615,5.07,122.0,3.49,47.22
2020-06-01,United States,DeepSeek,300162,5.15,122.1,3.24,37.67
2020-07-01,United States,DeepSeek,436086,5.22,128.4,3.1,41.91
2020-08-01,United States,DeepSeek,650801,5.33,136.4,3.36,37.98
2020-09-01,United States,DeepSeek,513160,5.26,115.8,2.91,38.01
2020-10-01,United States,DeepSeek,369266,5.18,127.8,2.4,33.9
2020-11-01,United States,DeepSeek,373272,5.19,118.2,2.78,39.16
2020-12-01,United States,DeepSeek,472463,5.24,130.1,2.26,40.92
2021-01-01,United States,DeepSeek,673337,5.34,110.8,3.14,41.0
2021-02-01,United States,DeepSeek,653133,5.33,119.2,2.97,36.87
2021-03-01,United States,DeepSeek,577720,5.29,103.1,3.08,41.96
2021-04-01,United States,DeepSeek,585700,5.29,149.3,3.01,47.14
2021-05-01,United States,DeepSeek,321848,5.16,117.5,2.79,36.1
2021-06-01,United States,DeepSeek,1026232,5.51,128.1,2.74,40.85
2021-07-01,United States,DeepSeek,518967,5.26,110.9,3.01,43.73
2021-08-01,United States,DeepSeek,603938,5.3,119.9,2.69,36.22
2021-09-01,United States,DeepSeek,608826,5.3,122.9,2.66,49.19
2021-10-01,United States,DeepSeek,531395,5.27,118.7,3.13,48.13
2021-11-01,United States,DeepSeek,863841,5.43,126.0,3.15,42.25
2021-12-01,United States,DeepSeek,936304,5.47,125.5,3.2,43.73
2022-01-01,United States,DeepSeek,960994,5.48,126.8,3.11,40.45
2022-02-01,United States,DeepSeek,821876,5.41,131.8,2.91,39.33
2022-03-01,United States,DeepSeek,902177,5.45,121.9,2.5,39.67
2022-04-01,United States,DeepSeek,1265727,5.63,132.1,3.6,45.66
2022-05-01,United States,DeepSeek,1074406,5.54,124.7,3.03,34.34
2022-06-01,United States,DeepSeek,952858,5.48,113.5,2.43,52.19
2022-07-01,United States,DeepSeek,1229636,5.61,130.5,3.15,42.4
2022-08-01,United States,DeepSeek,1141744,5.57,131.0,3.21,36.28
2022-09-01,United States,DeepSeek,1008060,5.5,128.5,2.49,40.74
2022-10-01,United States,DeepSeek,1080209,5.54,120.9,2.43,36.86
2022-11-01,United States,DeepSeek,1123108,5.56,117.5,3.38,41.26
2022-12-01,United States,DeepSeek,1026136,5.51,98.1,3.02,41.59
2023-01-01,United States,DeepSeek,1341458,5.67,114.1,2.98,33.42
2023-02-01,United States,DeepSeek,1365573,5.68,106.6,2.21,36.23
2023-03-01,United States,DeepSeek,1378860,5.69,109.7,2.92,41.34
2023-04-01,United States,DeepSeek,1264648,5.63,115.6,3.65,38.47
2023-05-01,United States,DeepSeek,1390860,5.7,106.7,2.46,38.41
2023-06-01,United States,DeepSeek,1539781,5.77,114.7,3.52,39.44
2023-07-01,United States,DeepSeek,1219381,5.61,130.2,2.75,47.39
2023-08-01,United States,DeepSeek,1040349,5.52,104.0,2.73,36.18
2023-09-01,United States,DeepSeek,1070273,5.54,124.5,3.45,47.86
2023-10-01,United States,DeepSeek,1042307,5.52,122.2,3.07,43.41
2023-11-01,United States,DeepSeek,1052632,5.53,145.4,3.34,31.18
2023-12-01,United States,DeepSeek,1463542,5.73,131.5,1.75,46.06
2024-01-01,United States,DeepSeek,1475992,5.74,115.9,3.36,33.88
2024-02-01,United States,DeepSeek,1614531,5.81,136.8,3.01,41.51
2024-03-01,United States,DeepSeek,1425671,5.71,146.3,2.63,33.35
2024-04-01,United States,DeepSeek,1574621,5.79,129.2,3.48,40.96
2024-05-01,United States,DeepSeek,1601275,5.8,115.6,2.53,36.01
2024-06-01,United States,DeepSeek,1537793,5.77,115.7,3.18,40.05
2024-07-01,United States,DeepSeek,1507201,5.75,114.8,3.02,36.86
2024-08-01,United States,DeepSeek,1548197,5.77,120.3,2.55,43.53
2024-09-01,United States,DeepSeek,1232269,5.62,134.8,2.69,38.59
2024-10-01,United States,DeepSeek,1256142,5.63,127.6,2.34,32.84
2024-11-01,United States,DeepSeek,1474580,5.74,114.9,2.89,47.98
2024-12-01,United States,DeepSeek,1378747,5.69,114.7,3.44,48.91
2025-01-01,United States,DeepSeek,1603803,5.8,131.5,2.46,39.64
2025-02-01,United States,DeepSeek,1668912,5.83,127.3,3.07,46.55
2025-03-01,United States,DeepSeek,2136225,6.07,112.9,3.21,45.71
2025-04-01,United States,DeepSeek,1807324,5.9,127.0,3.36,43.5
2025-05-01,United States,DeepSeek,1876665,5.94,122.0,2.98,40.62
2025-06-01,United States,DeepSeek,1804487,5.9,115.1,2.34,34.66
2025-07-01,United States,DeepSeek,1724573,5.86,118.5,2.68,40.42
2025-08-01,United States,DeepSeek,1717346,5.86,119.2,3.17,41.86
2025-09-01,United States,DeepSeek,1529795,5.76,105.3,3.22,37.29
2025-10-01,United States,DeepSeek,1344736,5.67,122.1,3.08,37.68
2025-11-01,United States,DeepSeek,1528111,5.76,123.7,3.06,47.0
2025-12-01,United States,DeepSeek,2038831,6.02,138.0,2.95,39.37
2026-01-01,United States,DeepSeek,2107381,6.05,108.5,3.38,47.1
2026-02-01,United States,DeepSeek,1995209,6.0,126.0,3.21,31.6
2026-03-01,United States,DeepSeek,2029643,6.01,139.6,3.61,29.86
2026-04-01,United States,DeepSeek,2225790,6.11,116.9,2.75,42.59
2026-05-01,United States,DeepSeek,2204181,6.1,124.2,2.9,37.56
2026-06-01,United States,DeepSeek,2026093,6.01,112.0,2.86,40.57
2019-01-01,United States,Grok,117806,5.06,123.3,2.63,38.37
2019-02-01,United States,Grok,158606,5.08,118.2,2.87,40.02
2019-03-01,United States,Grok,3747,5.0,106.4,2.52,48.59
2019-04-01,United States,Grok,67911,5.03,125.0,2.7,41.61
2019-05-01,United States,Grok,197685,5.1,126.2,2.7,38.16
2019-06-01,United States,Grok,138756,5.07,103.9,4.02,46.83
2019-07-01,United States,Grok,0,5.0,126.9,3.27,44.41
2019-08-01,United States,Grok,0,5.0,106.4,2.66,45.34
2019-09-01,United States,Grok,125151,5.06,121.4,3.17,36.57
2019-10-01,United States,Grok,284064,5.14,133.4,3.39,37.08
2019-11-01,United States,Grok,273563,5.14,114.9,3.13,44.04
2019-12-01,United States,Grok,308966,5.15,114.5,2.91,40.59
2020-01-01,United States,Grok,482749,5.24,123.8,3.37,30.28
2020-02-01,United States,Grok,430261,5.22,138.5,3.5,43.21
2020-03-01,United States,Grok,426414,5.21,104.1,3.04,44.24
2020-04-01,United States,Grok,238082,5.12,115.3,2.71,36.0
2020-05-01,United States,Grok,224256,5.11,113.4,3.39,43.19
2020-06-01,United States,Grok,379306,5.19,133.6,2.46,46.78
2020-07-01,United States,Grok,178597,5.09,125.9,3.11,34.94
2020-08-01,United States,Grok,324020,5.16,137.3,3.07,44.5
2020-09-01,United States,Grok,288030,5.14,109.9,3.11,30.6
2020-10-01,United States,Grok,409527,5.2,117.6,2.64,45.61
2020-11-01,United States,Grok,489945,5.24,114.9,2.74,37.68
2020-12-01,United States,Grok,387726,5.19,120.4,2.84,41.72
2021-01-01,United States,Grok,667160,5.33,117.8,2.64,37.55
2021-02-01,United States,Grok,470893,5.24,116.8,2.8,37.22
2021-03-01,United States,Grok,651816,5.33,103.9,3.1,45.36
2021-04-01,United States,Grok,550951,5.28,123.6,2.47,35.58
2021-05-01,United States,Grok,739903,5.37,144.2,3.1,36.16
2021-06-01,United States,Grok,918987,5.46,116.9,3.36,35.23
2021-07-01,United States,Grok,711171,5.36,113.6,3.2,41.11
2021-08-01,United States,Grok,859747,5.43,132.3,3.16,43.69
2021-09-01,United States,Grok,826626,5.41,116.9,3.12,44.96
2021-10-01,United States,Grok,705110,5.35,106.2,3.57,35.92
2021-11-01,United States,Grok,732956,5.37,125.3,3.28,51.63
2021-12-01,United States,Grok,609679,5.3,130.5,2.95,44.94
2022-01-01,United States,Grok,857531,5.43,115.3,2.92,37.71
2022-02-01,United States,Grok,838210,5.42,105.8,3.38,44.81
2022-03-01,United States,Grok,1009598,5.5,115.1,3.43,41.57
2022-04-01,United States,Grok,1273213,5.64,129.2,3.26,32.01
2022-05-01,United States,Grok,1227814,5.61,124.8,3.13,44.03
2022-06-01,United States,Grok,860318,5.43,111.0,2.94,46.13
2022-07-01,United States,Grok,787125,5.39,128.7,3.33,49.14
2022-08-01,United States,Grok,1096696,5.55,124.6,2.91,34.79
2022-09-01,United States,Grok,826864,5.41,130.5,3.14,42.12
2022-10-01,United States,Grok,820321,5.41,108.4,3.56,41.17
2022-11-01,United States,Grok,962070,5.48,129.9,3.18,40.62
2022-12-01,United States,Grok,960356,5.48,106.8,3.48,39.05
2023-01-01,United States,Grok,968145,5.48,111.7,3.61,44.23
2023-02-01,United States,Grok,1116522,5.56,110.7,2.83,47.21
2023-03-01,United States,Grok,1229095,5.61,118.9,2.59,40.05
2023-04-01,United States,Grok,1224964,5.61,130.0,2.83,30.19
2023-05-01,United States,Grok,1219561,5.61,98.9,2.79,35.77
2023-06-01,United States,Grok,1177730,5.59,112.0,2.98,47.06
2023-07-01,United States,Grok,934318,5.47,119.9,2.23,39.29
2023-08-01,United States,Grok,1246162,5.62,119.8,2.79,28.4
2023-09-01,United States,Grok,1201250,5.6,133.4,3.27,47.35
2023-10-01,United States,Grok,1314568,5.66,123.2,2.79,39.78
2023-11-01,United States,Grok,1190172,5.6,139.6,2.73,36.54
2023-12-01,United States,Grok,1214056,5.61,116.9,3.02,36.28
2024-01-01,United States,Grok,1376436,5.69,134.9,2.9,40.96
2024-02-01,United States,Grok,1191106,5.6,128.9,3.23,44.73
2024-03-01,United States,Grok,1452787,5.73,115.7,3.54,44.02
2024-04-01,United States,Grok,1618677,5.81,115.3,2.69,41.58
2024-05-01,United States,Grok,1750629,5.88,123.1,2.63,37.66
2024-06-01,United States,Grok,1594308,5.8,120.9,3.71,38.93
2024-07-01,United States,Grok,1487707,5.74,106.6,2.95,38.54
2024-08-01,United States,Grok,1265835,5.63,130.4,3.6,34.74
2024-09-01,United States,Grok,1514378,5.76,126.7,2.83,49.89
2024-10-01,United States,Grok,1448118,5.72,119.8,2.57,36.87
2024-11-01,United States,Grok,1468445,5.73,131.8,3.1,49.08
2024-12-01,United States,Grok,1659645,5.83,121.9,2.73,49.62
2025-01-01,United States,Grok,1536790,5.77,105.0,3.18,38.74
2025-02-01,United States,Grok,1704900,5.85,108.9,3.02,45.66
2025-03-01,United States,Grok,2068212,6.03,125.9,2.76,43.37
2025-04-01,United States,Grok,1758754,5.88,128.5,3.84,37.5
2025-05-01,United States,Grok,2033225,6.02,132.6,2.67,40.72
2025-06-01,United States,Grok,1680710,5.84,127.2,2.81,43.45
2025-07-01,United States,Grok,1626833,5.81,98.6,3.1,46.58
2025-08-01,United States,Grok,1948815,5.97,132.1,3.2,39.51
2025-09-01,United States,Grok,1595311,5.8,112.6,3.38,35.86
2025-10-01,United States,Grok,1713665,5.86,123.0,2.67,31.38
2025-11-01,United States,Grok,1805466,5.9,115.5,3.2,35.91
2025-12-01,United States,Grok,1821258,5.91,104.6,2.53,38.61
2026-01-01,United States,Grok,1883560,5.94,107.9,3.49,53.22
2026-02-01,United States,Grok,2164599,6.08,111.6,2.49,37.76
2026-03-01,United States,Grok,2149176,6.07,120.2,2.13,44.52
2026-04-01,United States,Grok,2221383,6.11,95.9,2.64,38.34
2026-05-01,United States,Grok,2322523,6.16,121.9,3.36,46.39
2026-06-01,United States,Grok,2227873,6.11,121.9,3.2,46.78
2019-01-01,Germany,ChatGPT,634972,5.32,140.6,2.84,44.23
2019-02-01,Germany,ChatGPT,737369,5.37,112.4,3.22,37.16
2019-03-01,Germany,ChatGPT,884091,5.44,108.6,3.18,36.87
2019-04-01,Germany,ChatGPT,731647,5.37,120.2,2.64,38.37
2019-05-01,Germany,ChatGPT,1089420,5.54,141.1,3.46,36.4
2019-06-01,Germany,ChatGPT,983642,5.49,125.9,2.63,34.52
2019-07-01,Germany,ChatGPT,1080173,5.54,126.3,3.29,42.79
2019-08-01,Germany,ChatGPT,787942,5.39,127.1,2.44,42.57
2019-09-01,Germany,ChatGPT,727344,5.36,113.1,3.09,51.95
2019-10-01,Germany,ChatGPT,859079,5.43,108.9,2.81,37.14
2019-11-01,Germany,ChatGPT,937759,5.47,110.0,2.57,38.63
2019-12-01,Germany,ChatGPT,880390,5.44,131.6,3.12,35.91
2020-01-01,Germany,ChatGPT,881526,5.44,114.8,2.83,49.59
2020-02-01,Germany,ChatGPT,1206440,5.6,114.9,3.16,35.65
2020-03-01,Germany,ChatGPT,1326503,5.66,111.3,3.3,46.17
2020-04-01,Germany,ChatGPT,1571879,5.79,110.5,2.52,42.28
2020-05-01,Germany,ChatGPT,1569673,5.78,122.9,2.47,45.54
2020-06-01,Germany,ChatGPT,1531889,5.77,124.7,2.87,42.42
2020-07-01,Germany,ChatGPT,1422386,5.71,123.9,2.82,48.16
2020-08-01,Germany,ChatGPT,1619164,5.81,119.9,3.13,42.97
2020-09-01,Germany,ChatGPT,1444434,5.72,134.0,2.43,42.39
2020-10-01,Germany,ChatGPT,1221455,5.61,127.4,3.32,48.33
2020-11-01,Germany,ChatGPT,1713539,5.86,116.1,2.49,41.2
2020-12-01,Germany,ChatGPT,1445226,5.72,132.1,2.9,42.64
2021-01-01,Germany,ChatGPT,1826371,5.91,110.9,2.34,38.37
2021-02-01,Germany,ChatGPT,2010048,6.01,111.7,3.64,43.6
2021-03-01,Germany,ChatGPT,2237365,6.12,137.6,3.29,46.46
2021-04-01,Germany,ChatGPT,1944500,5.97,121.1,1.95,43.63
2021-05-01,Germany,ChatGPT,2228094,6.11,127.8,2.81,36.41
2021-06-01,Germany,ChatGPT,1951321,5.98,122.3,2.54,33.92
2021-07-01,Germany,ChatGPT,1937671,5.97,124.0,3.06,34.89
2021-08-01,Germany,ChatGPT,1658210,5.83,117.2,3.29,34.35
2021-09-01,Germany,ChatGPT,1885740,5.94,112.9,2.81,46.69
2021-10-01,Germany,ChatGPT,1743283,5.87,124.2,2.77,45.96
2021-11-01,Germany,ChatGPT,1948487,5.97,123.4,2.78,38.36
2021-12-01,Germany,ChatGPT,2076226,6.04,122.2,3.01,32.37
2022-01-01,Germany,ChatGPT,2139522,6.07,118.5,2.64,45.56
2022-02-01,Germany,ChatGPT,2506540,6.25,101.0,2.73,36.31
2022-03-01,Germany,ChatGPT,2534679,6.27,119.5,3.54,45.57
2022-04-01,Germany,ChatGPT,2644358,6.32,126.2,3.33,27.17
2022-05-01,Germany,ChatGPT,2651959,6.33,126.4,3.36,38.9
2022-06-01,Germany,ChatGPT,2782243,6.39,125.9,2.25,35.97
2022-07-01,Germany,ChatGPT,2444897,6.22,137.7,4.1,50.26
2022-08-01,Germany,ChatGPT,2405042,6.2,102.0,3.26,44.8
2022-09-01,Germany,ChatGPT,2346946,6.17,109.0,3.15,38.86
2022-10-01,Germany,ChatGPT,2277667,6.14,121.5,3.12,32.87
2022-11-01,Germany,ChatGPT,2254047,6.13,94.2,2.69,46.34
2022-12-01,Germany,ChatGPT,2550238,6.28,133.0,2.88,44.04
2023-01-01,Germany,ChatGPT,2558488,6.28,122.7,2.65,39.98
2023-02-01,Germany,ChatGPT,2862448,6.43,133.6,3.23,44.03
2023-03-01,Germany,ChatGPT,3134976,6.57,123.2,2.86,42.82
2023-04-01,Germany,ChatGPT,3270716,6.64,113.3,3.0,45.03
2023-05-01,Germany,ChatGPT,3244523,6.62,97.2,2.63,43.96
2023-06-01,Germany,ChatGPT,3089246,6.54,110.5,2.13,40.13
2023-07-01,Germany,ChatGPT,2883222,6.44,116.9,2.9,37.1
2023-08-01,Germany,ChatGPT,2889757,6.44,127.7,2.66,34.3
2023-09-01,Germany,ChatGPT,2625848,6.31,127.8,3.29,40.7
2023-10-01,Germany,ChatGPT,3056957,6.53,110.6,3.14,34.61
2023-11-01,Germany,ChatGPT,2576825,6.29,127.7,3.0,35.63
2023-12-01,Germany,ChatGPT,2808703,6.4,109.3,2.82,36.83
2024-01-01,Germany,ChatGPT,3124563,6.56,112.8,4.02,37.59
2024-02-01,Germany,ChatGPT,3552797,6.78,115.5,2.48,43.18
2024-03-01,Germany,ChatGPT,3915996,6.96,119.0,3.29,39.32
2024-04-01,Germany,ChatGPT,4139021,7.07,127.2,3.98,42.82
2024-05-01,Germany,ChatGPT,4125575,7.06,116.3,3.31,45.42
2024-06-01,Germany,ChatGPT,3632586,6.82,130.7,3.21,41.95
2024-07-01,Germany,ChatGPT,3563812,6.78,119.1,3.29,38.62
2024-08-01,Germany,ChatGPT,3471659,6.74,110.3,2.75,36.35
2024-09-01,Germany,ChatGPT,3178911,6.59,119.8,3.07,41.03
2024-10-01,Germany,ChatGPT,3050658,6.53,114.5,2.75,32.17
2024-11-01,Germany,ChatGPT,3350746,6.68,111.6,2.86,35.07
2024-12-01,Germany,ChatGPT,3527389,6.76,104.0,2.59,39.48
2025-01-01,Germany,ChatGPT,4146561,7.07,141.6,3.0,45.62
2025-02-01,Germany,ChatGPT,4112709,7.06,125.6,2.95,30.67
2025-03-01,Germany,ChatGPT,4494726,7.25,139.2,3.55,38.84
2025-04-01,Germany,ChatGPT,4404267,7.2,114.4,2.47,44.54
2025-05-01,Germany,ChatGPT,4564102,7.28,126.7,2.65,30.36
2025-06-01,Germany,ChatGPT,4249441,7.12,123.3,3.03,47.84
2025-07-01,Germany,ChatGPT,3954141,6.98,105.6,3.18,40.63
2025-08-01,Germany,ChatGPT,3802362,6.9,104.7,2.81,41.42
2025-09-01,Germany,ChatGPT,3712626,6.86,124.2,3.17,37.59
2025-10-01,Germany,ChatGPT,3943390,6.97,112.4,2.74,35.49
2025-11-01,Germany,ChatGPT,3918548,6.96,122.7,2.91,41.51
2025-12-01,Germany,ChatGPT,3863947,6.93,107.9,2.92,46.59
2026-01-01,Germany,ChatGPT,4343939,7.17,103.4,3.65,37.48
2026-02-01,Germany,ChatGPT,4959184,7.48,118.1,3.07,47.77
2026-03-01,Germany,ChatGPT,4902392,7.45,134.0,3.16,42.32
2026-04-01,Germany,ChatGPT,5011949,7.51,120.7,2.15,29.49
2026-05-01,Germany,ChatGPT,5103399,7.55,101.6,2.42,36.83
2026-06-01,Germany,ChatGPT,4707523,7.35,108.7,2.88,44.15
2019-01-01,Germany,Gemini,349596,5.17,99.4,2.2,43.98
2019-02-01,Germany,Gemini,0,5.0,116.8,2.83,42.65
2019-03-01,Germany,Gemini,283637,5.14,112.2,2.95,45.81
2019-04-01,Germany,Gemini,386376,5.19,126.3,3.21,43.14
2019-05-01,Germany,Gemini,256371,5.13,123.0,2.96,37.03
2019-06-01,Germany,Gemini,216661,5.11,131.9,3.47,39.21
2019-07-01,Germany,Gemini,265036,5.13,117.2,2.1,42.17
2019-08-01,Germany,Gemini,574025,5.29,118.5,3.0,42.28
2019-09-01,Germany,Gemini,284897,5.14,111.0,3.19,44.37
2019-10-01,Germany,Gemini,590448,5.3,128.4,3.19,31.56
2019-11-01,Germany,Gemini,362697,5.18,134.2,2.43,41.37
2019-12-01,Germany,Gemini,591659,5.3,126.9,3.11,39.52
2020-01-01,Germany,Gemini,670430,5.34,117.5,2.56,49.64
2020-02-01,Germany,Gemini,616550,5.31,126.5,2.79,41.2
2020-03-01,Germany,Gemini,531872,5.27,123.4,3.56,42.4
2020-04-01,Germany,Gemini,791086,5.4,110.9,3.75,44.04
2020-05-01,Germany,Gemini,816655,5.41,117.1,2.91,37.1
2020-06-01,Germany,Gemini,927938,5.46,132.7,3.09,26.55
2020-07-01,Germany,Gemini,968450,5.48,120.9,2.84,40.9
2020-08-01,Germany,Gemini,776765,5.39,131.0,2.96,38.57
2020-09-01,Germany,Gemini,995226,5.5,94.0,2.92,37.49
2020-10-01,Germany,Gemini,769151,5.38,139.3,2.43,40.5
2020-11-01,Germany,Gemini,992432,5.5,105.2,2.98,39.91
2020-12-01,Germany,Gemini,1014003,5.51,107.0,2.89,44.8
2021-01-01,Germany,Gemini,1085075,5.54,112.7,2.66,41.22
2021-02-01,Germany,Gemini,1127136,5.56,126.3,3.55,36.18
2021-03-01,Germany,Gemini,1538425,5.77,119.1,3.61,54.09
2021-04-01,Germany,Gemini,1381061,5.69,127.7,3.38,37.75
2021-05-01,Germany,Gemini,1519271,5.76,124.1,3.2,34.6
2021-06-01,Germany,Gemini,1418918,5.71,119.3,3.22,43.45
2021-07-01,Germany,Gemini,1547171,5.77,106.4,2.76,41.12
