date,region,platform,category,value_percent
2022-11-01,United States,Chrome,browser,52.84
2022-12-01,United States,Chrome,browser,50.65
2023-01-01,United States,Chrome,browser,55.06
2023-02-01,United States,Chrome,browser,56.41
2023-03-01,United States,Chrome,browser,55.68
2023-04-01,United States,Chrome,browser,56.32
2023-05-01,United States,Chrome,browser,57.15
2023-06-01,United States,Chrome,browser,52.81
2023-07-01,United States,Chrome,browser,53.84
2023-08-01,United States,Chrome,browser,50.09
2023-09-01,United States,Chrome,browser,51.84
2023-10-01,United States,Chrome,browser,49.62
2023-11-01,United States,Chrome,browser,50.1
2023-12-01,United States,Chrome,browser,52.09
2024-01-01,United States,Chrome,browser,53.81
2024-02-01,United States,Chrome,browser,53.97
2024-03-01,United States,Chrome,browser,54.16
2024-04-01,United States,Chrome,browser,56.74
2024-05-01,United States,Chrome,browser,57.25
2024-06-01,United States,Chrome,browser,54.37
2024-07-01,United States,Chrome,browser,54.48
2024-08-01,United States,Chrome,browser,52.06
2024-09-01,United States,Chrome,browser,49.51
2024-10-01,United States,Chrome,browser,51.96
2024-11-01,United States,Chrome,browser,49.47
2024-12-01,United States,Chrome,browser,51.75
2025-01-01,United States,Chrome,browser,50.06
2025-02-01,United States,Chrome,browser,57.35
2025-03-01,United States,Chrome,browser,56.12
2025-04-01,United States,Chrome,browser,56.6
2025-05-01,United States,Chrome,browser,57.45
2025-06-01,United States,Chrome,browser,53.53
2025-07-01,United States,Chrome,browser,52.69
2025-08-01,United States,Chrome,browser,52.09
2025-09-01,United States,Chrome,browser,47.05
2025-10-01,United States,Chrome,browser,48.49
2025-11-01,United States,Chrome,browser,47.9
2025-12-01,United States,Chrome,browser,47.46
2026-01-01,United States,Chrome,browser,50.96
2026-02-01,United States,Chrome,browser,53.4
2026-03-01,United States,Chrome,browser,53.79
2026-04-01,United States,Chrome,browser,55.93
2026-05-01,United States,Chrome,browser,55.54
2026-06-01,United States,Chrome,browser,56.1
2019-01-01,United States,Safari,browser,19.36
2019-02-01,United States,Safari,browser,19.18
2019-03-01,United States,Safari,browser,19.8
2019-04-01,United States,Safari,browser,21.18
2019-05-01,United States,Safari,browser,21.12
2019-06-01,United States,Safari,browser,21.53
2019-07-01,United States,Safari,browser,20.94
2019-08-01,United States,Safari,browser,19.22
2019-09-01,United States,Safari,browser,18.57
2019-10-01,United States,Safari,browser,18.36
2019-11-01,United States,Safari,browser,18.42
2019-12-01,United States,Safari,browser,18.57
2020-01-01,United States,Safari,browser,21.11
2020-02-01,United States,Safari,browser,21.36
2020-03-01,United States,Safari,browser,19.77
2020-04-01,United States,Safari,browser,20.53
2020-05-01,United States,Safari,browser,22.33
2020-06-01,United States,Safari,browser,20.43
2020-07-01,United States,Safari,browser,18.8
2020-08-01,United States,Safari,browser,19.46
2020-09-01,United States,Safari,browser,18.89
2020-10-01,United States,Safari,browser,18.85
2020-11-01,United States,Safari,browser,20.79
2020-12-01,United States,Safari,browser,19.11
2021-01-01,United States,Safari,browser,20.52
2021-02-01,United States,Safari,browser,20.62
2021-03-01,United States,Safari,browser,21.16
2021-04-01,United States,Safari,browser,16.67
2021-05-01,United States,Safari,browser,21.2
2021-06-01,United States,Safari,browser,20.91
2021-07-01,United States,Safari,browser,19.57
2021-08-01,United States,Safari,browser,20.25
2021-09-01,United States,Safari,browser,22.81
2021-10-01,United States,Safari,browser,19.82
2021-11-01,United States,Safari,browser,18.1
2021-12-01,United States,Safari,browser,19.55
2022-01-01,United States,Safari,browser,20.05
2022-02-01,United States,Safari,browser,20.82
2022-03-01,United States,Safari,browser,19.22
2022-04-01,United States,Safari,browser,24.13
2022-05-01,United States,Safari,browser,20.9
2022-06-01,United States,Safari,browser,19.86
2022-07-01,United States,Safari,browser,19.4
2022-08-01,United States,Safari,browser,18.62
2022-09-01,United States,Safari,browser,19.09
2022-10-01,United States,Safari,browser,19.0
2022-11-01,United States,Safari,browser,20.86
2022-12-01,United States,Safari,browser,17.53
2023-01-01,United States,Safari,browser,21.1
2023-02-01,United States,Safari,browser,17.88
2023-03-01,United States,Safari,browser,20.68
2023-04-01,United States,Safari,browser,20.66
2023-05-01,United States,Safari,browser,23.33
2023-06-01,United States,Safari,browser,19.89
2023-07-01,United States,Safari,browser,19.75
2023-08-01,United States,Safari,browser,16.55
2023-09-01,United States,Safari,browser,18.94
2023-10-01,United States,Safari,browser,19.73
2023-11-01,United States,Safari,browser,18.64
2023-12-01,United States,Safari,browser,20.3
2024-01-01,United States,Safari,browser,21.61
2024-02-01,United States,Safari,browser,19.97
2024-03-01,United States,Safari,browser,19.4
2024-04-01,United States,Safari,browser,20.79
2024-05-01,United States,Safari,browser,22.17
2024-06-01,United States,Safari,browser,16.95
2024-07-01,United States,Safari,browser,19.1
2024-08-01,United States,Safari,browser,17.07
2024-09-01,United States,Safari,browser,17.3
2024-10-01,United States,Safari,browser,21.67
2024-11-01,United States,Safari,browser,17.61
2024-12-01,United States,Safari,browser,18.22
2025-01-01,United States,Safari,browser,19.26
2025-02-01,United States,Safari,browser,22.39
2025-03-01,United States,Safari,browser,20.78
2025-04-01,United States,Safari,browser,20.91
2025-05-01,United States,Safari,browser,19.11
2025-06-01,United States,Safari,browser,18.91
2025-07-01,United States,Safari,browser,21.1
2025-08-01,United States,Safari,browser,21.14
2025-09-01,United States,Safari,browser,16.75
2025-10-01,United States,Safari,browser,16.98
2025-11-01,United States,Safari,browser,20.02
2025-12-01,United States,Safari,browser,19.26
2026-01-01,United States,Safari,browser,20.54
2026-02-01,United States,Safari,browser,21.89
2026-03-01,United States,Safari,browser,21.69
2026-04-01,United States,Safari,browser,20.41
2026-05-01,United States,Safari,browser,22.62
2026-06-01,United States,Safari,browser,19.52
2019-01-01,United States,Edge,browser,5.42
2019-02-01,United States,Edge,browser,6.77
2019-03-01,United States,Edge,browser,11.19
2019-04-01,United States,Edge,browser,6.94
2019-05-01,United States,Edge,browser,8.73
2019-06-01,United States,Edge,browser,7.58
2019-07-01,United States,Edge,browser,10.24
2019-08-01,United States,Edge,browser,9.64
2019-09-01,United States,Edge,browser,9.53
2019-10-01,United States,Edge,browser,7.14
2019-11-01,United States,Edge,browser,7.45
2019-12-01,United States,Edge,browser,6.33
2020-01-01,United States,Edge,browser,6.98
2020-02-01,United States,Edge,browser,8.89
2020-03-01,United States,Edge,browser,10.8
2020-04-01,United States,Edge,browser,8.6
2020-05-01,United States,Edge,browser,11.43
2020-06-01,United States,Edge,browser,7.15
2020-07-01,United States,Edge,browser,10.0
2020-08-01,United States,Edge,browser,10.77
2020-09-01,United States,Edge,browser,4.69
2020-10-01,United States,Edge,browser,8.91
2020-11-01,United States,Edge,browser,6.85
2020-12-01,United States,Edge,browser,7.55
2021-01-01,United States,Edge,browser,8.92
2021-02-01,United States,Edge,browser,8.69
2021-03-01,United States,Edge,browser,11.44
2021-04-01,United States,Edge,browser,9.91
2021-05-01,United States,Edge,browser,8.52
2021-06-01,United States,Edge,browser,9.74
2021-07-01,United States,Edge,browser,7.9
2021-08-01,United States,Edge,browser,8.24
2021-09-01,United States,Edge,browser,10.35
2021-10-01,United States,Edge,browser,7.13
2021-11-01,United States,Edge,browser,7.05
2021-12-01,United States,Edge,browser,6.95
2022-01-01,United States,Edge,browser,7.51
2022-02-01,United States,Edge,browser,8.17
2022-03-01,United States,Edge,browser,10.72
2022-04-01,United States,Edge,browser,7.36
2022-05-01,United States,Edge,browser,11.51
2022-06-01,United States,Edge,browser,11.13
2022-07-01,United States,Edge,browser,5.63
2022-08-01,United States,Edge,browser,7.97
2022-09-01,United States,Edge,browser,8.84
2022-10-01,United States,Edge,browser,5.56
2022-11-01,United States,Edge,browser,6.65
2022-12-01,United States,Edge,browser,7.03
2023-01-01,United States,Edge,browser,11.49
2023-02-01,United States,Edge,browser,8.01
2023-03-01,United States,Edge,browser,11.61
2023-04-01,United States,Edge,browser,8.05
2023-05-01,United States,Edge,browser,10.04
2023-06-01,United States,Edge,browser,8.77
2023-07-01,United States,Edge,browser,9.95
2023-08-01,United States,Edge,browser,8.65
2023-09-01,United States,Edge,browser,9.31
2023-10-01,United States,Edge,browser,13.56
2023-11-01,United States,Edge,browser,7.76
2023-12-01,United States,Edge,browser,11.19
2024-01-01,United States,Edge,browser,10.68
2024-02-01,United States,Edge,browser,10.55
2024-03-01,United States,Edge,browser,8.39
2024-04-01,United States,Edge,browser,10.64
2024-05-01,United States,Edge,browser,10.03
2024-06-01,United States,Edge,browser,9.38
2024-07-01,United States,Edge,browser,7.71
2024-08-01,United States,Edge,browser,8.81
2024-09-01,United States,Edge,browser,8.96
2024-10-01,United States,Edge,browser,8.61
2024-11-01,United States,Edge,browser,8.49
2024-12-01,United States,Edge,browser,10.29
2025-01-01,United States,Edge,browser,8.56
2025-02-01,United States,Edge,browser,8.86
2025-03-01,United States,Edge,browser,11.6
2025-04-01,United States,Edge,browser,10.19
2025-05-01,United States,Edge,browser,8.43
2025-06-01,United States,Edge,browser,9.7
2025-07-01,United States,Edge,browser,9.96
2025-08-01,United States,Edge,browser,9.52
2025-09-01,United States,Edge,browser,10.56
2025-10-01,United States,Edge,browser,9.63
2025-11-01,United States,Edge,browser,9.29
2025-12-01,United States,Edge,browser,5.71
2026-01-01,United States,Edge,browser,9.58
2026-02-01,United States,Edge,browser,9.95
2026-03-01,United States,Edge,browser,11.4
2026-04-01,United States,Edge,browser,11.23
2026-05-01,United States,Edge,browser,8.09
2026-06-01,United States,Edge,browser,11.14
2019-01-01,United States,Firefox,browser,4.4
2019-02-01,United States,Firefox,browser,4.69
2019-03-01,United States,Firefox,browser,4.85
2019-04-01,United States,Firefox,browser,4.89
2019-05-01,United States,Firefox,browser,8.6
2019-06-01,United States,Firefox,browser,5.58
2019-07-01,United States,Firefox,browser,5.98
2019-08-01,United States,Firefox,browser,8.34
2019-09-01,United States,Firefox,browser,3.68
2019-10-01,United States,Firefox,browser,5.11
2019-11-01,United States,Firefox,browser,4.29
2019-12-01,United States,Firefox,browser,5.71
2020-01-01,United States,Firefox,browser,5.39
2020-02-01,United States,Firefox,browser,5.45
2020-03-01,United States,Firefox,browser,8.18
2020-04-01,United States,Firefox,browser,5.92
2020-05-01,United States,Firefox,browser,7.12
2020-06-01,United States,Firefox,browser,5.33
2020-07-01,United States,Firefox,browser,4.38
2020-08-01,United States,Firefox,browser,6.95
2020-09-01,United States,Firefox,browser,5.61
2020-10-01,United States,Firefox,browser,7.86
2020-11-01,United States,Firefox,browser,3.66
2020-12-01,United States,Firefox,browser,6.25
2021-01-01,United States,Firefox,browser,2.98
2021-02-01,United States,Firefox,browser,6.62
2021-03-01,United States,Firefox,browser,6.03
2021-04-01,United States,Firefox,browser,5.34
2021-05-01,United States,Firefox,browser,4.98
2021-06-01,United States,Firefox,browser,9.24
2021-07-01,United States,Firefox,browser,6.81
2021-08-01,United States,Firefox,browser,7.65
2021-09-01,United States,Firefox,browser,3.15
2021-10-01,United States,Firefox,browser,6.92
2021-11-01,United States,Firefox,browser,5.56
2021-12-01,United States,Firefox,browser,7.28
2022-01-01,United States,Firefox,browser,3.67
2022-02-01,United States,Firefox,browser,4.32
2022-03-01,United States,Firefox,browser,5.6
2022-04-01,United States,Firefox,browser,7.56
2022-05-01,United States,Firefox,browser,6.62
2022-06-01,United States,Firefox,browser,5.02
2022-07-01,United States,Firefox,browser,4.15
2022-08-01,United States,Firefox,browser,4.0
2022-09-01,United States,Firefox,browser,5.23
2022-10-01,United States,Firefox,browser,4.22
2022-11-01,United States,Firefox,browser,5.75
2022-12-01,United States,Firefox,browser,7.24
2023-01-01,United States,Firefox,browser,2.83
2023-02-01,United States,Firefox,browser,5.67
2023-03-01,United States,Firefox,browser,7.31
2023-04-01,United States,Firefox,browser,8.06
2023-05-01,United States,Firefox,browser,5.33
2023-06-01,United States,Firefox,browser,4.34
2023-07-01,United States,Firefox,browser,3.09
2023-08-01,United States,Firefox,browser,5.76
2023-09-01,United States,Firefox,browser,4.3
2023-10-01,United States,Firefox,browser,5.89
2023-11-01,United States,Firefox,browser,6.94
2023-12-01,United States,Firefox,browser,5.15
2024-01-01,United States,Firefox,browser,3.54
2024-02-01,United States,Firefox,browser,4.87
2024-03-01,United States,Firefox,browser,6.64
2024-04-01,United States,Firefox,browser,2.81
2024-05-01,United States,Firefox,browser,3.96
2024-06-01,United States,Firefox,browser,5.51
2024-07-01,United States,Firefox,browser,5.35
2024-08-01,United States,Firefox,browser,5.91
2024-09-01,United States,Firefox,browser,1.53
2024-10-01,United States,Firefox,browser,5.95
2024-11-01,United States,Firefox,browser,0.72
2024-12-01,United States,Firefox,browser,3.53
2025-01-01,United States,Firefox,browser,5.27
2025-02-01,United States,Firefox,browser,6.47
2025-03-01,United States,Firefox,browser,3.93
2025-04-01,United States,Firefox,browser,3.8
2025-05-01,United States,Firefox,browser,5.87
2025-06-01,United States,Firefox,browser,2.71
2025-07-01,United States,Firefox,browser,4.29
2025-08-01,United States,Firefox,browser,1.75
2025-09-01,United States,Firefox,browser,2.15
2025-10-01,United States,Firefox,browser,3.3
2025-11-01,United States,Firefox,browser,3.7
2025-12-01,United States,Firefox,browser,3.73
2026-01-01,United States,Firefox,browser,4.05
2026-02-01,United States,Firefox,browser,5.76
2026-03-01,United States,Firefox,browser,2.55
2026-04-01,United States,Firefox,browser,2.09
2026-05-01,United States,Firefox,browser,4.27
2026-06-01,United States,Firefox,browser,1.53
2019-01-01,United States,Samsung Internet,browser,8.97
2019-02-01,United States,Samsung Internet,browser,6.47
2019-03-01,United States,Samsung Internet,browser,8.24
2019-04-01,United States,Samsung Internet,browser,7.28
2019-05-01,United States,Samsung Internet,browser,9.82
2019-06-01,United States,Samsung Internet,browser,7.12
2019-07-01,United States,Samsung Internet,browser,3.65
2019-08-01,United States,Samsung Internet,browser,8.34
2019-09-01,United States,Samsung Internet,browser,8.36
2019-10-01,United States,Samsung Internet,browser,4.93
2019-11-01,United States,Samsung Internet,browser,6.28
2019-12-01,United States,Samsung Internet,browser,5.33
2020-01-01,United States,Samsung Internet,browser,6.15
2020-02-01,United States,Samsung Internet,browser,7.68
2020-03-01,United States,Samsung Internet,browser,6.07
2020-04-01,United States,Samsung Internet,browser,7.29
2020-05-01,United States,Samsung Internet,browser,8.77
2020-06-01,United States,Samsung Internet,browser,7.63
2020-07-01,United States,Samsung Internet,browser,7.04
2020-08-01,United States,Samsung Internet,browser,6.16
2020-09-01,United States,Samsung Internet,browser,6.29
2020-10-01,United States,Samsung Internet,browser,11.62
2020-11-01,United States,Samsung Internet,browser,3.06
2020-12-01,United States,Samsung Internet,browser,4.52
2021-01-01,United States,Samsung Internet,browser,10.14
2021-02-01,United States,Samsung Internet,browser,8.6
2021-03-01,United States,Samsung Internet,browser,7.45
2021-04-01,United States,Samsung Internet,browser,7.61
2021-05-01,United States,Samsung Internet,browser,5.4
2021-06-01,United States,Samsung Internet,browser,4.0
2021-07-01,United States,Samsung Internet,browser,4.45
2021-08-01,United States,Samsung Internet,browser,5.7
2021-09-01,United States,Samsung Internet,browser,6.49
2021-10-01,United States,Samsung Internet,browser,9.21
2021-11-01,United States,Samsung Internet,browser,6.77
2021-12-01,United States,Samsung Internet,browser,8.87
2022-01-01,United States,Samsung Internet,browser,8.46
2022-02-01,United States,Samsung Internet,browser,6.68
2022-03-01,United States,Samsung Internet,browser,6.49
2022-04-01,United States,Samsung Internet,browser,9.74
2022-05-01,United States,Samsung Internet,browser,6.52
2022-06-01,United States,Samsung Internet,browser,6.13
2022-07-01,United States,Samsung Internet,browser,3.92
2022-08-01,United States,Samsung Internet,browser,5.46
2022-09-01,United States,Samsung Internet,browser,5.33
2022-10-01,United States,Samsung Internet,browser,7.4
2022-11-01,United States,Samsung Internet,browser,7.92
2022-12-01,United States,Samsung Internet,browser,8.83
2023-01-01,United States,Samsung Internet,browser,9.54
2023-02-01,United States,Samsung Internet,browser,10.41
2023-03-01,United States,Samsung Internet,browser,8.46
2023-04-01,United States,Samsung Internet,browser,8.8
2023-05-01,United States,Samsung Internet,browser,8.22
2023-06-01,United States,Samsung Internet,browser,7.37
2023-07-01,United States,Samsung Internet,browser,8.1
2023-08-01,United States,Samsung Internet,browser,7.08
2023-09-01,United States,Samsung Internet,browser,6.12
2023-10-01,United States,Samsung Internet,browser,5.94
2023-11-01,United States,Samsung Internet,browser,7.48
2023-12-01,United States,Samsung Internet,browser,6.65
2024-01-01,United States,Samsung Internet,browser,8.18
2024-02-01,United States,Samsung Internet,browser,8.27
2024-03-01,United States,Samsung Internet,browser,8.04
2024-04-01,United States,Samsung Internet,browser,7.84
2024-05-01,United States,Samsung Internet,browser,9.62
2024-06-01,United States,Samsung Internet,browser,9.4
2024-07-01,United States,Samsung Internet,browser,6.98
2024-08-01,United States,Samsung Internet,browser,9.98
2024-09-01,United States,Samsung Internet,browser,3.41
2024-10-01,United States,Samsung Internet,browser,5.43
2024-11-01,United States,Samsung Internet,browser,6.76
2024-12-01,United States,Samsung Internet,browser,9.92
2025-01-01,United States,Samsung Internet,browser,7.94
2025-02-01,United States,Samsung Internet,browser,10.65
2025-03-01,United States,Samsung Internet,browser,7.68
2025-04-01,United States,Samsung Internet,browser,11.3
2025-05-01,United States,Samsung Internet,browser,6.75
2025-06-01,United States,Samsung Internet,browser,7.41
2025-07-01,United States,Samsung Internet,browser,9.42
2025-08-01,United States,Samsung Internet,browser,8.6
2025-09-01,United States,Samsung Internet,browser,5.92
2025-10-01,United States,Samsung Internet,browser,8.33
2025-11-01,United States,Samsung Internet,browser,5.95
2025-12-01,United States,Samsung Internet,browser,5.76
2026-01-01,United States,Samsung Internet,browser,7.14
2026-02-01,United States,Samsung Internet,browser,10.02
2026-03-01,United States,Samsung Internet,browser,7.72
2026-04-01,United States,Samsung Internet,browser,9.06
2026-05-01,United States,Samsung Internet,browser,7.93
2026-06-01,United States,Samsung Internet,browser,7.9
2019-01-01,United States,Opera,browser,3.65
2019-02-01,United States,Opera,browser,1.92
2019-03-01,United States,Opera,browser,3.21
2019-04-01,United States,Opera,browser,4.38
2019-05-01,United States,Opera,browser,4.86
2019-06-01,United States,Opera,browser,4.5
2019-07-01,United States,Opera,browser,3.43
2019-08-01,United States,Opera,browser,3.92
2019-09-01,United States,Opera,browser,3.13
2019-10-01,United States,Opera,browser,3.07
2019-11-01,United States,Opera,browser,3.41
2019-12-01,United States,Opera,browser,3.78
2020-01-01,United States,Opera,browser,3.09
2020-02-01,United States,Opera,browser,5.1
2020-03-01,United States,Opera,browser,4.66
2020-04-01,United States,Opera,browser,4.04
2020-05-01,United States,Opera,browser,5.72
2020-06-01,United States,Opera,browser,5.04
2020-07-01,United States,Opera,browser,4.34
2020-08-01,United States,Opera,browser,3.36
2020-09-01,United States,Opera,browser,3.8
2020-10-01,United States,Opera,browser,3.77
2020-11-01,United States,Opera,browser,2.84
2020-12-01,United States,Opera,browser,4.57
2021-01-01,United States,Opera,browser,4.03
2021-02-01,United States,Opera,browser,4.34
2021-03-01,United States,Opera,browser,5.44
2021-04-01,United States,Opera,browser,4.44
2021-05-01,United States,Opera,browser,3.07
2021-06-01,United States,Opera,browser,4.57
2021-07-01,United States,Opera,browser,3.21
2021-08-01,United States,Opera,browser,3.77
2021-09-01,United States,Opera,browser,3.69
2021-10-01,United States,Opera,browser,5.22
2021-11-01,United States,Opera,browser,1.53
2021-12-01,United States,Opera,browser,3.71
2022-01-01,United States,Opera,browser,5.16
2022-02-01,United States,Opera,browser,0.8
2022-03-01,United States,Opera,browser,1.29
2022-04-01,United States,Opera,browser,4.72
2022-05-01,United States,Opera,browser,4.18
2022-06-01,United States,Opera,browser,4.66
2022-07-01,United States,Opera,browser,2.57
2022-08-01,United States,Opera,browser,2.21
2022-09-01,United States,Opera,browser,6.55
2022-10-01,United States,Opera,browser,3.92
2022-11-01,United States,Opera,browser,4.13
2022-12-01,United States,Opera,browser,5.13
2023-01-01,United States,Opera,browser,3.29
2023-02-01,United States,Opera,browser,3.69
2023-03-01,United States,Opera,browser,7.33
2023-04-01,United States,Opera,browser,4.58
2023-05-01,United States,Opera,browser,7.1
2023-06-01,United States,Opera,browser,5.47
2023-07-01,United States,Opera,browser,2.92
2023-08-01,United States,Opera,browser,3.34
2023-09-01,United States,Opera,browser,6.52
2023-10-01,United States,Opera,browser,3.82
2023-11-01,United States,Opera,browser,4.7
2023-12-01,United States,Opera,browser,4.56
2024-01-01,United States,Opera,browser,2.45
2024-02-01,United States,Opera,browser,3.61
2024-03-01,United States,Opera,browser,6.12
2024-04-01,United States,Opera,browser,4.7
2024-05-01,United States,Opera,browser,2.84
2024-06-01,United States,Opera,browser,5.67
2024-07-01,United States,Opera,browser,3.96
2024-08-01,United States,Opera,browser,0.63
2024-09-01,United States,Opera,browser,2.88
2024-10-01,United States,Opera,browser,3.32
2024-11-01,United States,Opera,browser,2.58
2024-12-01,United States,Opera,browser,3.92
2025-01-01,United States,Opera,browser,4.28
2025-02-01,United States,Opera,browser,2.87
2025-03-01,United States,Opera,browser,4.54
2025-04-01,United States,Opera,browser,6.95
2025-05-01,United States,Opera,browser,5.36
2025-06-01,United States,Opera,browser,5.08
2025-07-01,United States,Opera,browser,6.9
2025-08-01,United States,Opera,browser,2.84
2025-09-01,United States,Opera,browser,5.91
2025-10-01,United States,Opera,browser,4.89
2025-11-01,United States,Opera,browser,4.82
2025-12-01,United States,Opera,browser,3.32
2026-01-01,United States,Opera,browser,2.95
2026-02-01,United States,Opera,browser,6.85
2026-03-01,United States,Opera,browser,2.24
2026-04-01,United States,Opera,browser,4.83
2026-05-01,United States,Opera,browser,6.06
2026-06-01,United States,Opera,browser,7.08
2019-01-01,Germany,Chrome,browser,54.43
2019-02-01,Germany,Chrome,browser,55.96
2019-03-01,Germany,Chrome,browser,57.49
2019-04-01,Germany,Chrome,browser,58.93
2019-05-01,Germany,Chrome,browser,60.37
2019-06-01,Germany,Chrome,browser,56.94
2019-07-01,Germany,Chrome,browser,55.35
2019-08-01,Germany,Chrome,browser,53.88
2019-09-01,Germany,Chrome,browser,51.25
2019-10-01,Germany,Chrome,browser,49.53
2019-11-01,Germany,Chrome,browser,51.3
2019-12-01,Germany,Chrome,browser,51.68
2020-01-01,Germany,Chrome,browser,55.12
2020-02-01,Germany,Chrome,browser,57.07
2020-03-01,Germany,Chrome,browser,56.91
2020-04-01,Germany,Chrome,browser,58.74
2020-05-01,Germany,Chrome,browser,57.92
2020-06-01,Germany,Chrome,browser,53.99
2020-07-01,Germany,Chrome,browser,53.47
2020-08-01,Germany,Chrome,browser,49.91
2020-09-01,Germany,Chrome,browser,50.9
2020-10-01,Germany,Chrome,browser,50.51
2020-11-01,Germany,Chrome,browser,51.54
2020-12-01,Germany,Chrome,browser,51.47
2021-01-01,Germany,Chrome,browser,53.27
2021-02-01,Germany,Chrome,browser,58.75
2021-03-01,Germany,Chrome,browser,57.59
2021-04-01,Germany,Chrome,browser,60.03
2021-05-01,Germany,Chrome,browser,57.88
2021-06-01,Germany,Chrome,browser,55.83
2021-07-01,Germany,Chrome,browser,55.39
2021-08-01,Germany,Chrome,browser,52.2
2021-09-01,Germany,Chrome,browser,52.07
2021-10-01,Germany,Chrome,browser,49.57
2021-11-01,Germany,Chrome,browser,51.92
2021-12-01,Germany,Chrome,browser,52.52
2022-01-01,Germany,Chrome,browser,52.19
2022-02-01,Germany,Chrome,browser,55.39
2022-03-01,Germany,Chrome,browser,58.41
2022-04-01,Germany,Chrome,browser,58.93
2022-05-01,Germany,Chrome,browser,55.95
2022-06-01,Germany,Chrome,browser,54.8
2022-07-01,Germany,Chrome,browser,52.72
2022-08-01,Germany,Chrome,browser,51.12
2022-09-01,Germany,Chrome,browser,47.51
2022-10-01,Germany,Chrome,browser,49.77
2022-11-01,Germany,Chrome,browser,50.43
2022-12-01,Germany,Chrome,browser,50.38
2023-01-01,Germany,Chrome,browser,54.87
2023-02-01,Germany,Chrome,browser,51.78
2023-03-01,Germany,Chrome,browser,59.55
2023-04-01,Germany,Chrome,browser,58.31
2023-05-01,Germany,Chrome,browser,57.32
2023-06-01,Germany,Chrome,browser,54.21
2023-07-01,Germany,Chrome,browser,53.92
2023-08-01,Germany,Chrome,browser,53.98
2023-09-01,Germany,Chrome,browser,50.87
2023-10-01,Germany,Chrome,browser,50.09
2023-11-01,Germany,Chrome,browser,49.08
2023-12-01,Germany,Chrome,browser,49.92
2024-01-01,Germany,Chrome,browser,52.51
2024-02-01,Germany,Chrome,browser,53.81
2024-03-01,Germany,Chrome,browser,55.02
2024-04-01,Germany,Chrome,browser,59.01
2024-05-01,Germany,Chrome,browser,52.56
2024-06-01,Germany,Chrome,browser,55.06
2024-07-01,Germany,Chrome,browser,57.03
2024-08-01,Germany,Chrome,browser,50.75
2024-09-01,Germany,Chrome,browser,52.53
2024-10-01,Germany,Chrome,browser,46.83
2024-11-01,Germany,Chrome,browser,49.47
2024-12-01,Germany,Chrome,browser,50.69
2025-01-01,Germany,Chrome,browser,52.37
2025-02-01,Germany,Chrome,browser,56.1
2025-03-01,Germany,Chrome,browser,54.71
2025-04-01,Germany,Chrome,browser,54.25
2025-05-01,Germany,Chrome,browser,53.73
2025-06-01,Germany,Chrome,browser,54.37
2025-07-01,Germany,Chrome,browser,50.83
2025-08-01,Germany,Chrome,browser,50.82
2025-09-01,Germany,Chrome,browser,49.72
2025-10-01,Germany,Chrome,browser,49.48
2025-11-01,Germany,Chrome,browser,47.76
2025-12-01,Germany,Chrome,browser,49.57
2026-01-01,Germany,Chrome,browser,53.47
2026-02-01,Germany,Chrome,browser,52.7
2026-03-01,Germany,Chrome,browser,56.15
2026-04-01,Germany,Chrome,browser,54.79
2026-05-01,Germany,Chrome,browser,56.9
2026-06-01,Germany,Chrome,browser,51.25
2019-01-01,Germany,Safari,browser,18.76
2019-02-01,Germany,Safari,browser,19.58
2019-03-01,Germany,Safari,browser,19.42
2019-04-01,Germany,Safari,browser,22.33
2019-05-01,Germany,Safari,browser,20.74
2019-06-01,Germany,Safari,browser,22.54
2019-07-01,Germany,Safari,browser,21.35
2019-08-01,Germany,Safari,browser,20.39
2019-09-01,Germany,Safari,browser,19.35
2019-10-01,Germany,Safari,browser,20.57
2019-11-01,Germany,Safari,browser,18.54
2019-12-01,Germany,Safari,browser,19.49
2020-01-01,Germany,Safari,browser,20.55
2020-02-01,Germany,Safari,browser,18.73
2020-03-01,Germany,Safari,browser,21.97
2020-04-01,Germany,Safari,browser,21.69
2020-05-01,Germany,Safari,browser,21.28
2020-06-01,Germany,Safari,browser,18.95
2020-07-01,Germany,Safari,browser,20.06
2020-08-01,Germany,Safari,browser,21.63
2020-09-01,Germany,Safari,browser,17.3
2020-10-01,Germany,Safari,browser,17.53
2020-11-01,Germany,Safari,browser,21.29
2020-12-01,Germany,Safari,browser,18.61
2021-01-01,Germany,Safari,browser,20.64
2021-02-01,Germany,Safari,browser,19.33
2021-03-01,Germany,Safari,browser,21.6
2021-04-01,Germany,Safari,browser,19.0
2021-05-01,Germany,Safari,browser,20.8
2021-06-01,Germany,Safari,browser,18.1
2021-07-01,Germany,Safari,browser,21.54
2021-08-01,Germany,Safari,browser,21.29
2021-09-01,Germany,Safari,browser,20.12
2021-10-01,Germany,Safari,browser,19.07
2021-11-01,Germany,Safari,browser,21.06
2021-12-01,Germany,Safari,browser,22.67
2022-01-01,Germany,Safari,browser,20.28
2022-02-01,Germany,Safari,browser,20.91
2022-03-01,Germany,Safari,browser,22.74
2022-04-01,Germany,Safari,browser,20.23
2022-05-01,Germany,Safari,browser,22.81
2022-06-01,Germany,Safari,browser,20.48
2022-07-01,Germany,Safari,browser,22.69
2022-08-01,Germany,Safari,browser,24.08
2022-09-01,Germany,Safari,browser,18.13
2022-10-01,Germany,Safari,browser,17.0
2022-11-01,Germany,Safari,browser,18.66
